name,original_name,nationalities,painting_schools,art_movements,birth_date,death_date
john heartfield,Helmut Herzfeld,german,,dada;surrealism,1891-06-19,1968-04-26
joan miro,Joan Miró i Ferrà,spanish,,surrealism,1893-04-20,1983-12-25
georges papazoff,Жорж Папазов (George Papazov),french;bulgarian,,surrealism,1894-02-02,1972-04-23
claude cahun,Lucy Renee Mathilde Schwob,french;jewish,,surrealism,1894-10-25,1954-12-08
jean hugo,Jean Hugo,french,,cubism;surrealism,1894-11-19,1984-06-21
carlos orozco romero,Carlos Orozco Romero,mexican,,surrealism,0001-01-01,1984-03-29
andre masson,André-Aimé-René Masson,french,degenerate art,surrealism,1896-01-04,1987-10-28
mordecai ardon,Mordecai Ardon (מרדכי ארדון‎); born Max Bronstein,jewish;israeli,,abstract art;surrealism;abstract expressionism,1896-07-13,1992-06-18
jock macdonald,J.W.G. (Jock) Macdonald,british;canadian,painters eleven,surrealism;abstract expressionism,1897-05-31,1960-12-03
victor servranckx,Victor Servranckx,belgian,abstraction creation,cubism;surrealism,1897-06-26,1965-12-11
maurice tabard,Maurice Tabard,french,,surrealism,1897-07-12,1984-02-23
paul delvaux,Paul Delvaux,belgian,,surrealism,1897-09-23,1994-07-20
lorser feitelson,I. Lorser Feitelson,american,four abstract classicists,surrealism;post painterly abstraction,0001-01-01,0001-01-01
m.c. escher,Maurits Cornelis Escher,dutch,,surrealism;op art,1898-06-17,1972-03-27
kay sage,Katherine Linn Sage,american,,surrealism,1898-06-25,1963-01-08
rene magritte,René François Ghislain Magritte,belgian,,surrealism,1898-11-21,1967-08-15
jindrich styrsky,Jindřich Štyrský,czech,,surrealism,1899-08-10,1942-03-21
rufino tamayo,Rufino Tamayo,mexican,,expressionism;surrealism;muralism;indigenism,1899-08-26,1991-06-24
brassai,George Brassaï (Gyula Halász),french;hungarian;romanian,,surrealism,1899-09-08,1984-07-07
eileen agar,Eileen Forrester Agar,british,,surrealism,1899-12-01,1991-11-17
yves tanguy,Raymond Georges Yves Tanguy,french;american,,surrealism,1900-01-05,1955-01-15
pierre molinier,Pierre Molinier,french,,surrealism,1900-04-13,1976-03-03
richard oelze,Richard Oelze,german,,surrealism,1900-06-29,1980-11-26
alberto giacometti,Alberto Giacometti,swiss,ecole de paris,expressionism;surrealism,1901-10-10,1966-01-11
angel planells,Àngel Planells i Cruañas,spanish,,surrealism,1901-12-02,1989-07-23
wifredo lam,Wifredo Óscar de la Concepción Lam y Castilla,cuban,,surrealism,0001-01-01,0001-01-01
boris margo,Boris Margo,american;ukrainian,new york school,surrealism,0001-01-01,1995-07-05
maruja mallo,Ana María Gómez González Mallo,spanish,,surrealism;magic realism,1902-01-05,1995-02-06
manuel alvarez bravo,Manuel Álvarez Bravo,mexican,,surrealism,1902-02-04,2002-10-19
hans bellmer,Hans Bellmer,german,degenerate art,dada;surrealism,1902-03-13,1975-02-23
toyen,Marie Čermínová,czech,devetsil,surrealism,1902-09-21,1980-11-09
sven jonson,Sven Jonson,swedish,,surrealism,1902-09-28,1981-03-17
victor brauner,Victor Brauner,jewish;romanian,,expressionism;surrealism,1903-06-15,1966-03-12
graham sutherland,Graham Vivian Sutherland,british,,surrealism;neo romanticism,1903-08-24,1980-02-17
serge brignoni,Serge Brignoni,swiss,,surrealism,1903-10-12,2002-01-06
joseph cornell,Joseph Cornell,american,,surrealism,1903-12-24,1972-12-29
arshile gorky,"Vostanik Manuk Adoyan (Արշիլ Գորկի, Վոստանիկ Մանուկ Ադոյան)",american;armenian,,surrealism;abstract expressionism,0001-01-01,1948-07-21
francis bott,Francis Bott,german,ecole de paris,surrealism;art informel,1904-03-08,1998-11-07
salvador dali,"Salvador Domingo Felipe Jacinto Dalí i Domènech, Marquis de Púbol",spanish,,surrealism,1904-05-11,1989-01-23
leon arthur tutundjian,Léon (Levon) Arthur Tutundjian,french;armenian,,concrete art;surrealism,0001-01-01,0001-01-01
dante gabriel rossetti,Dante Gabriel Rossetti,british,pre raphaelite brotherhood,romanticism;aestheticism,1828-05-12,1882-04-12
edward burne jones,"Sir Edward Coley Burne-Jones, 1st Baronet",british,pre raphaelite brotherhood,romanticism;aestheticism;arts and crafts,1833-08-28,1898-06-17
james mcneill whistler,James Abbott McNeill Whistler,american,new english art club,aestheticism;tonalism;impressionism,1834-07-10,1903-07-17
john atkinson grimshaw,John Atkinson Grimshaw,british,,romanticism;aestheticism,1836-09-06,1893-10-13
louis comfort tiffany,Louis Comfort Tiffany,american,,aestheticism;art nouveau,1848-02-18,1933-01-17
edward robert hughes,Edward Robert Hughes,british,pre raphaelite brotherhood,romanticism;aestheticism,1851-11-05,1914-04-23
aubrey beardsley,Aubrey Vincent Beardsley,british,,aestheticism;art nouveau,1872-08-21,1898-03-16
carlo carra,Carlo Carrà,italian,lacerba,futurism;metaphysical art,1881-02-11,1966-04-13
felice casorati,Felice Casorati,italian,,metaphysical art,1883-12-04,1963-03-01
mario sironi,Mario Sironi,italian,novecento italiano;milan futurist group,futurism;metaphysical art,1885-05-12,1961-08-13
giorgio morandi,Giorgio Morandi,italian,novecento italiano,metaphysical art;magic realism,1890-07-20,1964-06-18
mario tozzi,Mario Tozzi,italian,novecento italiano,metaphysical art,1895-10-30,1979-09-08
filippo de pisis,Filippo De Pisis,italian,,metaphysical art,1896-05-11,1956-04-02
nina tokhtaman valetova,Нина Тохтаман Валетова,american;russian,,metaphysical art;magic realism,1958-11-19,0001-01-01
george inness,George Inness,american,american barbizon school;hudson river school,tonalism,0001-01-01,0001-01-01
edward mitchell bannister,Edward Mitchell Bannister,american;canadian,,tonalism,0001-01-01,1901-01-09
alexander helwig wyant,Alexander Helwig Wyant,american,hudson river school,tonalism,1836-01-11,1892-11-29
ralph blakelock,Ralph Albert Blakelock,american,,romanticism;tonalism,1847-10-15,1919-08-09
thomas dewing,Thomas Wilmer Dewing,american,ten,tonalism;impressionism,1851-05-04,1938-11-05
frederic remington,Frederic Sackrider Remington,american,,tonalism;impressionism,1861-10-04,1909-12-26
leon dabo,Leon Dabo,french;american,,tonalism,1864-07-09,1960-11-07
xavier martinez,Javier Timoteo Martinez y Orozco (Xavier Tizoc Martínez),american;mexican,,tonalism,1869-02-07,1943-01-13
granville redmond,Granville Redmond,american,,tonalism;impressionism,1871-03-09,1935-05-24
max meldrum,Duncan Max Meldrum,british;australian,,tonalism,1875-12-03,1955-06-05
tsuguharu foujita,Léonard Tsugouharu Foujita (藤田 嗣治),french;japanese,ecole de paris,expressionism;magic realism,1886-11-27,1968-01-29
christian schad,Christian Schad,german,,dada;new objectivity;magic realism,1894-08-21,1982-02-25
cagnaccio di san pietro,Natale Bentivoglio Scarpa,italian,,magic realism,1897-01-14,1946-05-29
ivan albright,Ivan Le Lorraine Albright,american,,magic realism,1897-02-20,1983-11-18
carel willink,Albert Carel Willink,dutch,,magic realism,1900-03-07,1983-10-19
eric ravilious,Eric Ravilious,british,,magic realism,1903-07-22,1942-09-02
clarence holbrook carter,Clarence Holbrook Carter,american,,magic realism,1904-03-26,2000-06-04
greta freist,Greta Freist,austrian,ecole de paris,magic realism;art informel,0001-01-01,0001-01-01
abidin dino,Abidin Dino,turkish,,surrealism;magic realism,1913-03-23,1993-12-07
eyvind earle,Eyvind Earle,american,,magic realism,1916-04-26,2000-07-20
jose manuel capuletti,José Manuel Capuletti Lillo del Pozo,spanish,,magic realism,1925-03-21,1976-09-28
menez,Maria Inês Ribeiro da Fonseca,portuguese,,magic realism;art informel,0001-01-01,0001-01-01
friedensreich hundertwasser,Friedrich Stowasser,austrian,,transautomatism;surrealism;magic realism,1928-12-15,2000-02-19
zdzislaw beksinski,Zdzisław Beksiński,polish,,surrealism;magic realism,1929-02-24,2005-02-21
abdul mati klarwein,Mati Klarwein,french;german,,fantasy art;magic realism,1932-04-09,2002-03-07
antonio lopez garcia,Antonio Lopez Garcia,spanish,,magic realism;contemporary realism,1936-01-06,0001-01-01
stefan caltia,Ștefan Câlția,romanian,,magic realism,1942-05-15,0001-01-01
nicolae maniu,Nicolae Maniu,romanian,,magic realism;pittura colta,1944-04-11,0001-01-01
consuelo hernandez,Consuelo Hernández,spanish,madrid school,realism;contemporary realism;magic realism,0001-01-01,0001-01-01
sergey belik,Сергей Белик,ukrainian,,contemporary;magic realism;contemporary realism,1953-12-02,0001-01-01
lech jankowski,Lech Jankowski,polish,,magic realism,1956-04-01,0001-01-01
peter doig,Peter Doig,british,,magic realism,0001-01-01,0001-01-01
gennady mironov,Gennady Mironov,belarusian,,realism;magic realism,1961-05-26,0001-01-01
iurie matei,Iurie Matei,moldovian,,surrealism;magic realism;kitsch,1968-03-11,0001-01-01
zaya,Zayasaikhan Sambuu,mongol,,contemporary;magic realism,0001-01-01,0001-01-01
soltan soltanlı,Soltan Soltanlı,azerbaijani,,magic realism,1976-04-16,0001-01-01
marina pallares,Marina López Pallares,mexican,,surrealism;magic realism,1980-11-04,0001-01-01
eugene boudin,Eugène Boudin,french,,impressionism,1824-06-12,1898-08-08
camille pissarro,Jacob-Abraham-Camille Pissarro,french;jewish,,impressionism;post impressionism,1830-07-10,1903-11-13
martin rico y ortega,Martín Rico y Ortega,spanish,,impressionism,1833-11-12,1908-04-13
nicolae grigorescu,Nicolae Grigorescu,romanian,barbizon school,impressionism,1838-05-15,1907-07-21
alfred sisley,Alfred Sisley,french;british,,impressionism,1839-10-30,1899-01-29
theodor philipsen,Theodor Esbern Philipsen,,,impressionism,1840-06-10,1920-03-03
auguste rodin,François-Auguste-René Rodin,french,,impressionism,1840-11-12,1917-11-17
claude monet,Oscar Claude Monet,french,,impressionism,1840-11-14,1926-12-05
marie bracquemond,Marie Quivoron,french,,impressionism,1840-12-01,1916-01-17
berthe morisot,Berthe Morisot,french,,impressionism,1841-01-14,1895-03-02
armand guillaumin,Jean-Baptiste Armand Guillaumin,french,,impressionism,1841-02-16,1927-06-26
pierre auguste renoir,Pierre-Auguste Renoir,french,,impressionism,1841-02-25,1919-12-03
federico zandomeneghi,Federico Zandomeneghi,italian,macchiaioli,impressionism,1841-06-02,1917-12-31
frederic bazille,Jean Frédéric Bazille,french,,impressionism,1841-12-06,1870-10-28
arkhip kuindzhi,Архип Куинджи,russian;ukrainian;greek,peredvizhniki,realism;impressionism,1842-01-27,1910-07-24
giovanni boldini,Giovanni Boldini,italian,macchiaioli,realism;impressionism;kitsch,1842-12-31,1931-07-11
mary cassatt,Mary Stevenson Cassatt,american,,impressionism,1844-05-22,1926-06-14
james campbell noble,James Campbell Noble,british,,impressionism,1845-07-25,1913-09-25
niccolo cannicci,Niccolò Cannicci,italian,macchiaioli,impressionism,0001-01-01,0001-01-01
giuseppe de nittis,Giuseppe de Nittis,italian,macchiaioli,impressionism,1846-02-25,1884-08-12
pierre emmanuel damoye,Pierre Emmanuel Damoye,french,barbizon school,impressionism,1847-02-20,0001-01-01
max liebermann,Max Liebermann,jewish;german,berlin secession,impressionism,1847-07-20,1935-02-08
t. c. steele,Theodore Clement Steele,american,hoosier group,impressionism,1847-09-11,1926-07-24
frits thaulow,Frits Thaulow,norwegian,,impressionism,1847-10-20,1906-11-05
lilla cabot perry,Lydia Cabot Perry,american,,impressionism,1848-01-13,1933-02-28
gustave caillebotte,Gustave Caillebotte,french,,impressionism,1848-08-19,1894-02-21
pericles pantazis,Πανταζής Περικλής,greek,les xx,impressionism,1849-03-13,1884-01-25
eva gonzales,Eva Gonzalès,french,,impressionism,1849-04-19,1883-05-06
robert harris,Robert Harris,canadian,,realism;impressionism,1849-09-18,1919-02-27
emile claus,Émile Claus,flemish,,impressionism,1849-09-27,1924-06-14
william merritt chase,William Merritt Chase,american,society of american artists;ten;tile club,impressionism,1849-11-01,1916-10-25
ion andreescu,Ion Andreescu,romanian,barbizon school,impressionism,1850-02-15,1882-10-22
nikolai kuznetsov,Николай Кузнецов,russian;ukrainian,,realism;impressionism,1850-12-02,1929-03-02
james charles,James Henry Charles,british,,realism;impressionism,1851-01-05,1906-08-27
julian ashton,Julian Rossi Ashton,australian,heidelberg school,realism;impressionism,1851-01-27,1942-04-27
peder severin kroyer,Peder Severin Krøyer,,skagen painters,realism;impressionism,1851-07-23,1909-11-21
thomas pollock anshutz,Thomas Pollock Anshutz,american,,realism;impressionism,1851-10-05,1912-06-16
ioannis altamouras,Ιωάννης Αλταμούρας,greek,munich school,realism;impressionism,0001-01-01,0001-01-01
laszlo mednyanszky,Baron Ladislaus Josephus Balthasar Eustachius Mednyánszky,hungarian,,impressionism,1852-04-23,1919-04-17
julian alden weir,Julian Alden Weir,american,ten;cos cob art colony,impressionism,1852-08-30,1919-12-08
edward e. simmons,Edward Emerson Simmons,american,ten;st ives school,impressionism,1852-10-27,1931-11-17
antonio mancini,Antonio Mancini,italian,,impressionism,1852-11-14,1930-12-28
henri gervex,Henri Gervex,french,ecole de paris,impressionism,1852-12-10,1929-06-06
julian fałat,Julian Fałat,polish,society of polish artists 'sztuka',young poland;impressionism,1853-07-30,1929-07-09
john henry twachtman,John Henry Twachtman,american,society of american artists;ten;cos cob art colony,impressionism,1853-08-04,1902-08-08
emil carlsen,Soren Emil Carlsen,american,,impressionism,1853-10-19,1932-01-02
aleksandra ekster,Александра Экстер (Григорович),russian;ukrainian,jack of diamonds;societe des artistes independants;supremus;soyuz molodyozhi,cubo futurism;suprematism;constructivism;art deco;avant garde,1882-01-06,1949-03-17
jean dupas,Jean Théodore Dupas,french,,art deco,1882-02-21,0001-01-01
zinaida serebriakova,Зинаида Серебрякова,russian;ukrainian,mir iskusstva,symbolism;expressionism;art deco,1884-12-10,1967-09-19
eugeniusz zak,Eugeniusz Żak,french;polish;belarusian;jewish,ecole de paris,post impressionism;art deco,1884-12-15,1926-01-15
raphael delorme,Raphaël Delorme,french,,art deco,0001-01-01,0001-01-01
john austen,John Archibald Austen,,,art deco,1886-01-05,1948-10-27
archibald motley,Archibald Motley,american,,harlem renaissance;art deco,0001-01-01,0001-01-01
erte,Romain de Tirtoff (Роман Тыртов),french;russian,,art deco,1892-11-23,1990-04-21
jose de almada negreiros,José Sobral de Almada-Negreiros,portuguese,,art nouveau;art deco,1893-04-07,1970-06-15
stanisław szukalski,Stanisław Szukalski,polish;american,,art deco,1893-12-13,1987-05-19
carlos saenz de tejada,Carlos Sáenz de Tejada,spanish,,expressionism;art deco,1897-06-22,1958-02-23
john vassos,John Vassos,greek;american,,art deco,0001-01-01,1985-12-06
bernardo marques,Bernardo Loureiro Marques,portuguese,,art deco,0001-01-01,0001-01-01
tamara de lempicka,Maria Górska,polish;russian;french,,art deco,1898-05-16,1980-03-18
gregorio sciltian,իլտյան Գրիքոր Հովհաննեսի,armenian,,art deco,1898-08-20,1985-04-01
clarice cliff,Clarice Cliff,british,,art deco,1899-01-20,1972-10-23
cassandre,Adolphe Jean-Marie Mouron,french;ukrainian,,art deco,1901-01-24,1968-06-17
petre otskheli,პეტრე ოცხელი,georgian,,art deco;avant garde;constructivism,1907-09-25,1937-12-02
paul cezanne,Paul Cézanne,french,,post impressionism,1839-01-19,1906-10-22
albert dubois pillet,Louis-Auguste-Albert Dubois,french,societe des artistes independants,post impressionism,1846-10-28,1890-08-18
meijer de haan,Meijer Isaac de Haan,dutch,pont aven school,post impressionism,1852-04-14,1895-10-24
tivadar kosztka csontvary,Tivadar Kosztka Csontváry,hungarian,,post impressionism;expressionism,0001-01-01,0001-01-01
vincent van gogh,Vincent Willem van Gogh,dutch,,post impressionism,1853-03-30,1890-07-29
charles angrand,Charles Théophile Angrand,french,les xx,post impressionism,1854-04-19,1926-04-01
ivan mrkviсka,Jan Václav Mrkvička,czech;bulgarian,,impressionism;post impressionism;realism,1856-04-23,1938-05-16
henri edmond cross,Henri-Edmond-Joseph Delacroix,french,societe des artistes independants,post impressionism,1856-05-20,1910-05-16
maximilien luce,Maximilien-Jules-Constant Luce,french,,post impressionism,1858-03-13,1941-02-06
medardo rosso,Medardo Rosso,italian,,post impressionism,1858-06-21,1928-03-31
maurice prendergast,Maurice Brazil Prendergast,american,eight,post impressionism,1858-10-10,1924-02-01
georges seurat,Georges-Pierre Seurat,french,societe des artistes independants,post impressionism,1859-12-02,1891-03-28
walter sickert,Walter Richard Sickert,british,camden town group;new english art club,impressionism;post impressionism,1860-05-31,1942-01-22
henri martin,Henri-Jean Guillaume Martin,french,,post impressionism,1860-08-05,1943-11-12
santiago rusinol,Santiago Rusiñol i Prats,spanish,,post impressionism,1861-02-25,1931-06-13
maxime maufra,Maximilien Camille Louis Maufra,french,pont aven school,impressionism;post impressionism,1861-05-17,1918-05-23
jozsef rippl ronai,József Rippl-Rónai,hungarian,les nabis,post impressionism;secession,1861-05-23,1927-11-25
charles reiffel,Charles Reiffel,american,,post impressionism,1862-04-06,0001-01-01
theo van rysselberghe,Théophile van Rysselberghe,belgian,les xx,post impressionism,1862-11-23,1926-12-14
charles cottet,Charles Cottet,french,bande noir,post impressionism,0001-01-01,0001-01-01
paul signac,Paul Signac,french,societe des artistes independants,post impressionism,1863-11-11,1935-08-15
paul serusier,Paul Sérusier,french,les nabis;pont aven school,post impressionism,1864-11-09,1927-10-07
henri de toulouse lautrec,Henri Marie Raymond de Toulouse-Lautrec-Monfa,french,,post impressionism,1864-11-24,1901-09-09
georges lemmen,Georges Lemmen,belgian,les xx,post impressionism;art nouveau,0001-01-01,0001-01-01
suzanne valadon,Marie-Clémentine Valadon,french,ecole de paris,post impressionism,1865-09-23,1938-04-07
gustave loiseau,Gustave Loiseau,french,pont aven school,post impressionism,1865-10-03,1935-10-10
